202109|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|200.0|340.25|1234.75
202109|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
202109|A1|1|1|1500.0|0|0|15.0|1515.0|6.75|200.0|206.75|1308.25
202109|A2|2|2|1000.0|0|0|10.0|1010.0|4.5|0|4.5|1005.5
202109|A3|3|3|300.0|0|0|3.0|303.0|1.35|0|1.35|301.65
202109|A1|1|1|1500.0|0|0|75.0|1575.0|75.0|50.0|125.0|1450.0
202109|A2|2|2|1000.0|0|0|50.0|1050.0|50.0|0|50.0|1000.0
202109|A3|3|3|600.0|0|0|30.0|630.0|30.0|0|30.0|600.0
202109|A1|1|1|1500.0|0|0|75.0|1575.0|75.0|50.0|125.0|1450.0
202109|A2|2|2|1000.0|0|0|50.0|1050.0|50.0|0|50.0|1000.0
202109|A3|3|3|600.0|0|0|30.0|630.0|30.0|0|30.0|600.0
202109|A1|1|1|1500.0|0|0|75.0|1575.0|75.0|50.0|125.0|1450.0
202109|A2|2|2|1000.0|0|0|50.0|1050.0|50.0|0|50.0|1000.0
202109|A3|3|3|600.0|0|0|30.0|630.0|30.0|0|30.0|600.0
202109|A1|1|1|1500.0|0|0|75.0|1575.0|75.0|50.0|125.0|1450.0
202109|A2|2|2|1000.0|0|0|50.0|1050.0|50.0|0|50.0|1000.0
202109|A3|3|3|600.0|0|0|30.0|630.0|30.0|0|30.0|600.0
